157,构建良好生态环境,9.0,操作系统原理,"存储空间,安全意识,责任意识,操作系统,生态环境",1684258599.8491187,0,D:/毕设-系统/manage_system/media/booktest/素材资源_43.docx
158,华为鸿蒙系统,9.0,操作系统原理,"鸿蒙,勇于创新,文件系统,华为,操作系统",1684258599.855103,0,D:/毕设-系统/manage_system/media/booktest/素材资源_44.docx
159,深度学习兴衰,9.0,人工智能概论,"推理,对立统一,人工智能,概论,兴衰",1684258599.8610866,0,D:/毕设-系统/manage_system/media/booktest/素材资源_45.docx
160,知识图谱,9.0,人工智能概论,"图谱,知识,遵纪守法,人工智能,概论",1684258599.865076,0,D:/毕设-系统/manage_system/media/booktest/素材资源_46.docx
161,数字电子技术课程的由来,9.0,数字电子技术,"数字,电子,技术,情怀,爱国主义",1684258599.8710601,0,D:/毕设-系统/manage_system/media/booktest/素材资源_47.docx
162,正视国内外的数电技术的差距,9.0,数字电子技术,"技术,数字,数电,电子,素养",1684258599.8760467,0,D:/毕设-系统/manage_system/media/booktest/素材资源_48.docx
163,华为断芯事件,9.0,数字电子技术,"华为,情怀,爱国主义,集成电路,培育",1684258599.884025,0,D:/毕设-系统/manage_system/media/booktest/素材资源_49.docx
164,艰苦奋斗：于敏与计算机,9.0,大学计算机基础,"艰苦奋斗,计算机,于敏,超级计算机,使命感",1684258599.8900092,0,D:/毕设-系统/manage_system/media/booktest/素材资源_5.docx
165,编译系统图灵奖获得者,9.0,编译原理,"编译系统,图灵奖,编译程序,编译,获得者",1684258599.8949957,0,D:/毕设-系统/manage_system/media/booktest/素材资源_50.docx
166,编译和解释的两条腿走路,9.0,编译原理,"编译,原理,解释器,两条腿走,自信",1684258599.8999825,0,D:/毕设-系统/manage_system/media/booktest/素材资源_51.docx
167,科大讯飞——方言识别,9.0,编译原理,"语法分析,词法,科大,职业道德,素养",1684258599.9059663,0,D:/毕设-系统/manage_system/media/booktest/素材资源_52.docx
168,中国的芯片制造水平现状,9.0,编译原理,"编译系统,职业道德,素养,编译,情怀",1684258599.9129477,0,D:/毕设-系统/manage_system/media/booktest/素材资源_53.docx
169,历史上著名的工匠,9.0,编译原理,"编译系统,职业道德,素养,编译,下一代",1684258599.9219234,0,D:/毕设-系统/manage_system/media/booktest/素材资源_54.docx
170,责任感、使命感：路由技术发展,9.0,大学计算机基础,"路由,使命感,计算机网络,人生观,职业生涯",1684258599.9259124,0,D:/毕设-系统/manage_system/media/booktest/素材资源_6.docx
171,使命感：我国的游戏引擎技术,9.0,游戏开发技术,"使命感,游戏,开发技术,仿真,渲染",1684258599.931936,0,D:/毕设-系统/manage_system/media/booktest/素材资源_7.docx
172,使命感：我国游戏引擎的运用,9.0,游戏开发技术,"使命感,游戏,开发技术,粒子系统,Unity2D",1684258599.9369278,0,D:/毕设-系统/manage_system/media/booktest/素材资源_8.docx
173,使命感与责任感：游戏案例分析,9.0,游戏开发技术,"使命感,动画,游戏,开发技术,Mecanim",1684258599.942907,0,D:/毕设-系统/manage_system/media/booktest/素材资源_9.docx
174,触摸屏的发展史,9.0,嵌入式系统原理及开发（应用）,"触摸屏,原理,Linux,嵌入式,子系统",1684258599.9518795,0,D:/毕设-系统/manage_system/media/booktest/触摸屏的发展史.docx
